Age in years,Gender,Race,Home location,Cockroach,Sushi,Rocky Mountain oyster,Spam,Cow urine,Jalapeño,Alligator meat,Paper,Hawaiian pizza,Pig's trotters,Durian,Monkey brains,Frog legs,Caviar,Fugu,Balut,Lutefisk,Century egg,Salo,Locusts
47,Female,White,North America/Central America,False,True,True,True,False,True,True,False,True,False,True,False,True,True,False,False,False,False,False,False
27,Female,White,North America/Central America,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False
21,Female,White,North America/Central America,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
38,Male,White,Africa,False,True,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False
20,Male,White,North America/Central America,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False
25,Male,White,North America/Central America,True,True,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
30,Female,White,North America/Central America,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False
28,Male,White,North America/Central America,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
27,Female,White,North America/Central America,False,True,False,True,False,True,False,True,,False,False,False,False,False,False,False,False,False,False,False
26,Female,White,North America/Central America,False,True,False,True,False,True,True,False,True,True,True,False,True,True,False,False,False,False,False,False
16,Male,White,North America/Central America,False,True,False,False,False,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False
24,Female,White,North America/Central America,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
25,Male,Black or African American,North America/Central America,True,True,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
34,Female,White,North America/Central America,False,True,False,True,False,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False
38,Male,White,Europe,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
23,Female,White,North America/Central America,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
23,Female,White,North America/Central America,False,True,False,True,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False
19,Female,Black or African American,North America/Central America,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19,Female,,Pacific Islands,False,True,True,True,False,True,False,True,True,True,False,False,True,True,True,False,False,True,True,False
21,Female,Two or More Races,North America/Central America,False,True,True,True,False,True,True,True,True,False,False,False,True,True,False,True,False,False,False,False
23,Female,White,Europe,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
22,Female,White,North America/Central America,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False
23,Female,,North America/Central America,False,True,True,True,False,True,True,True,True,False,True,False,True,False,False,False,False,False,False,False
23,Male,White,North America/Central America,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,True
34,Male,White,North America/Central America,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
28,Female,White,North America/Central America,False,True,False,True,False,True,True,True,True,False,False,False,True,False,False,False,True,False,False,False
29,Male,White,Australia,False,True,False,True,False,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False
26,Female,White,Europe,False,True,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False
33,Female,White,Europe,False,True,False,True,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False
33,Female,White,Europe,False,True,False,True,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False
29,Male,White,Europe,False,True,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False
27,Male,White,,False,True,False,True,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False
23,Male,Two or More Races,Asia,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
27,Female,White,North America/Central America,False,True,False,True,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False
18,Female,Black or African American,North America/Central America,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
26,Male,Black or African American,Europe,False,True,False,False,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False
21,Female,Asian,Asia,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
29,Female,White,North America/Central America,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
20,Male,White,North America/Central America,False,True,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,,False,False
20,Female,White,North America/Central America,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
22,Male,White,North America/Central America,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
28,Male,White,Europe,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
21,Female,White,North America/Central America,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
17,Male,White,Europe,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True
22,Male,Two or More Races,South America,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
34,Male,White,North America/Central America,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
21,Female,Asian,North America/Central America,False,True,False,True,False,True,False,True,True,False,True,False,True,False,False,,False,True,False,False
19,Male,White,North America/Central America,False,True,False,True,False,True,True,True,True,True,True,False,True,True,False,False,False,False,False,False
40,Female,,Australia,False,True,False,True,False,True,False,True,True,False,False,False,False,True,True,False,False,False,False,False
24,Female,White,Australia,False,True,False,True,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False
18,Male,White,Europe,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
22,Female,Asian,,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
27,Male,White,North America/Central America,False,True,False,True,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False
32,Male,White,Europe,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False
16,Male,Two or More Races,Europe,False,True,True,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,True,False
31,Female,Asian,Asia,False,True,False,True,False,True,False,False,True,True,True,False,True,True,True,False,False,True,False,False
30,Female,Asian,North America/Central America,True,True,False,True,False,True,False,False,True,True,True,False,False,True,False,False,False,True,False,False
28,Male,White,Europe,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False
26,Male,White,Europe,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
14,Other,White,Europe,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
25,,,Europe,,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
21,Male,White,North America/Central America,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False
15,Female,White,Europe,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
46,Female,White,North America/Central America,False,True,False,True,False,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False
23,Male,Two or More Races,North America/Central America,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
29,Female,White,Europe,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False
24,Female,Asian,North America/Central America,False,True,False,True,False,True,False,True,True,True,True,False,False,True,False,False,False,False,False,True
18,,Asian,Australia,False,True,False,True,False,True,True,True,True,False,True,False,False,False,True,False,False,True,False,False
18,,Asian,Australia,False,True,False,True,False,True,True,True,True,False,True,False,False,False,True,False,False,True,False,False
32,Female,White,North America/Central America,False,True,False,True,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False
24,Male,White,North America/Central America,False,True,True,True,False,True,True,True,True,False,True,False,True,True,False,False,False,False,False,False
29,Female,White,North America/Central America,False,True,False,True,False,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False
20,Male,White,Europe,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False
25,Female,White,Europe,False,True,False,True,False,True,False,True,True,False,True,False,False,True,False,False,True,False,False,False
54,Male,White,Europe,False,True,False,True,False,True,False,True,True,True,False,False,False,True,False,False,False,False,False,True
36,Female,White,Europe,False,True,False,True,False,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False
24,Female,White,Europe,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False
18,Female,White,Europe,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False
32,Male,White,Australia,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24,Male,Black or African American,North America/Central America,False,True,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False
18,Female,White,Europe,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
18,Male,Two or More Races,North America/Central America,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False
26,Other,White,Europe,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
25,Female,White,Australia,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
32,Female,White,Europe,False,True,False,True,False,True,False,True,True,False,False,,False,True,False,False,False,False,False,False
30,Female,White,Africa,False,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
24,Female,White,Europe,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False
24,Male,White,Europe,False,True,False,False,False,True,False,True,True,True,False,False,True,True,False,False,False,False,True,False
33,Female,White,,False,True,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False
23,Male,White,Europe,False,True,False,False,False,True,True,True,True,False,False,False,True,True,False,False,False,False,True,False
21,Female,White,North America/Central America,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18,Male,White,Australia,True,False,False,True,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False
34,Female,White,North America/Central America,False,True,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False
37,Female,White,Europe,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False
28,Female,White,North America/Central America,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False
20,Female,White,Europe,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
26,Female,White,Europe,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False
25,Male,White,Europe,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25,Male,White,Europe,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
23,Female,Two or More Races,North America/Central America,False,True,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False
20,Female,White,Europe,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
17,Female,White,Europe,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False,False
26,Male,White,Asia,False,True,False,True,False,True,False,False,True,True,True,False,True,True,False,True,False,False,False,False
24,Female,White,Europe,False,True,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
24,Female,White,Europe,False,True,False,False,False,True,False,True,True,False,False,False,False,True,,False,False,False,False,False
40,Male,White,Europe,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
20,Female,White,Asia,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False
16,Male,White,North America/Central America,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False
25,Male,White,Europe,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False
19,Female,,North America/Central America,False,True,False,True,False,True,False,True,True,True,True,False,True,False,False,False,False,False,False,False
17,Female,White,Europe,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15,Female,White,North America/Central America,False,True,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
20,Male,Asian,Australia,False,True,False,False,False,True,False,True,True,True,True,False,True,True,False,True,False,True,False,False
22,Female,White,,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False
16,Male,White,Europe,False,False,False,True,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False
28,Female,Black or African American,North America/Central America,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False
16,Male,White,South America,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
47,Female,White,Europe,False,True,False,True,False,True,True,True,True,True,True,False,True,True,False,False,False,True,True,True
28,Female,White,North America/Central America,False,True,False,True,False,True,False,True,True,False,False,False,True,True,False,False,False,False,,False
18,Female,Asian,North America/Central America,False,True,,False,False,True,True,True,True,True,False,False,True,True,False,False,False,True,False,False
33,Male,White,Europe,False,True,False,False,False,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False
20,Male,White,Europe,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
32,Female,Asian,Europe,False,True,False,False,False,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False
19,Male,White,Europe,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
23,Female,Black or African American,Europe,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False
23,Other,White,Europe,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,True,True,False,False
22,Male,White,Europe,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
25,Male,White,Europe,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
19,Other,White,North America/Central America,False,True,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False
22,Female,White,Europe,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
40,Male,White,Europe,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False
24,Female,White,Europe,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,True,False
20,Female,White,Europe,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False
20,Female,White,Europe,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False
22,Male,White,,False,True,False,True,False,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False
21,Female,White,Europe,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False
17,Female,White,Europe,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21,Female,White,North America/Central America,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
23,Female,White,North America/Central America,False,True,False,True,False,True,True,True,True,True,False,False,True,True,False,False,False,False,False,False
42,Female,White,Europe,False,True,False,True,False,True,False,True,True,False,True,False,False,True,False,False,True,False,False,False
21,Female,White,North America/Central America,False,True,False,True,False,True,False,False,True,True,True,False,False,False,False,True,False,False,False,True
29,Female,White,North America/Central America,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False
21,Male,White,Europe,True,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False
26,Female,,North America/Central America,False,True,False,True,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False
24,Female,White,Europe,False,True,False,True,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False
28,Female,White,Australia,False,True,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False
24,Male,White,,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
33,Female,White,Australia,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
36,Female,White,Australia,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,,False,False,False,False
33,Female,White,Europe,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False
20,Male,White,Europe,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
18,Female,White,Asia,False,False,False,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False
18,Male,Two or More Races,Europe,False,True,False,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False
17,Female,White,Asia,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
27,Male,White,North America/Central America,False,True,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False
19,Female,Asian,North America/Central America,False,True,False,False,False,True,False,False,True,True,True,False,True,False,False,False,True,True,False,False
18,Female,Two or More Races,Europe,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
25,,White,North America/Central America,False,True,False,True,False,True,False,True,True,False,True,False,False,True,True,False,True,,False,False
25,Female,White,Europe,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
18,Other,White,Europe,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
19,Male,White,North America/Central America,False,True,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
20,Female,White,Europe,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False
21,Female,Asian,,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
18,Male,White,Europe,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False
24,Female,Asian,Asia,False,True,False,True,False,True,False,True,True,False,True,False,True,True,False,True,False,False,False,False
22,Male,White,Europe,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False
17,Male,White,Europe,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False
23,Female,,Asia,False,True,False,False,False,True,False,,True,False,False,False,False,True,False,False,False,False,True,False
14,Female,White,North America/Central America,False,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False
18,Male,White,Australia,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False
33,Female,White,North America/Central America,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
17,Male,White,Europe,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False
22,Female,White,Europe,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
27,Female,White,Europe,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False
21,Male,Asian,North America/Central America,False,True,False,True,False,True,False,True,True,,False,False,False,False,False,False,False,False,False,False
35,Male,White,Europe,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False
20,Male,White,Europe,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False
37,Female,White,North America/Central America,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False
44,Female,White,Europe,False,True,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True
22,Female,White,North America/Central America,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22,Female,White,North America/Central America,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
33,Other,Two or More Races,North America/Central America,False,True,False,True,False,True,False,True,True,False,True,False,True,False,False,False,False,False,False,False
26,Male,White,North America/Central America,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False
35,Female,White,North America/Central America,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False
20,Male,White,Europe,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False
15,Male,Asian,Asia,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True
16,Female,White,North America/Central America,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
24,Male,White,North America/Central America,False,True,False,True,False,True,False,True,True,False,False,False,False,True,True,False,False,False,False,False
23,Male,White,Europe,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
35,Male,White,North America/Central America,False,True,False,True,False,True,True,True,True,False,True,False,True,True,False,False,False,False,False,False
29,Female,White,North America/Central America,False,True,False,True,False,True,True,True,True,False,True,False,True,True,False,False,False,False,False,False
19,Female,White,Europe,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
21,Male,White,Europe,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True
20,Male,White,Europe,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False
30,Female,White,North America/Central America,False,True,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False
30,Female,White,North America/Central America,False,True,False,False,False,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False
39,Male,White,North America/Central America,False,True,False,True,False,True,False,True,True,False,False,False,True,True,False,False,True,False,False,False
24,Other,White,North America/Central America,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False
16,Male,White,Europe,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16,Male,White,South America,False,True,False,False,False,False,True,True,False,False,False,False,False,False,,False,False,False,False,False
29,Female,White,,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
30,Other,White,Europe,False,True,False,True,False,True,,True,True,False,False,False,False,False,False,False,False,False,False,False
21,Male,Asian,Europe,False,True,False,False,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False
30,Female,White,,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False
21,Female,Two or More Races,Europe,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False
40,Male,White,North America/Central America,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
22,Female,White,Europe,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
24,Male,White,North America/Central America,False,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
17,Female,White,Europe,True,True,False,True,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,True
30,Female,White,North America/Central America,False,True,False,True,False,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False
37,Male,White,North America/Central America,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False
15,Other,White,North America/Central America,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
22,Male,White,Europe,True,True,False,True,False,True,False,False,True,True,True,True,True,True,True,False,True,False,False,True
22,Male,White,North America/Central America,False,False,False,False,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False
20,Female,Asian,North America/Central America,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
33,Male,,North America/Central America,False,True,False,True,False,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False
33,Male,,North America/Central America,False,True,False,True,False,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False
18,Female,White,North America/Central America,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
27,Female,White,North America/Central America,False,True,False,False,False,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False
22,Male,White,Europe,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,True
31,Female,White,North America/Central America,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
30,Male,White,North America/Central America,False,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
18,Other,White,North America/Central America,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False
24,Male,White,Europe,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19,Male,White,North America/Central America,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
25,Male,White,Europe,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
17,Male,Asian,Europe,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False
24,Female,White,Europe,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
18,Male,White,Europe,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
28,Male,White,Europe,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
18,Female,White,North America/Central America,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False
29,Female,White,North America/Central America,False,True,False,True,False,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True
15,Female,White,Europe,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
29,Female,White,Europe,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21,Male,White,Europe,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15,Male,White,Europe,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False
16,Female,White,,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
19,Male,Two or More Races,Europe,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True
29,Female,White,North America/Central America,False,True,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
27,Male,,,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False
38,Female,White,North America/Central America,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False
26,Female,White,North America/Central America,False,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False,False,False,False
27,Female,Black or African American,North America/Central America,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
17,Male,,Europe,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False
23,Female,White,South America,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
35,Male,White,North America/Central America,False,True,False,True,False,True,False,False,True,False,,False,False,False,False,False,False,False,False,False
16,Female,White,North America/Central America,False,True,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False
26,Male,White,North America/Central America,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
27,Male,Native Hawaiian or Other Pacific Islander,North America/Central America,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
27,Male,Native Hawaiian or Other Pacific Islander,North America/Central America,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
33,Male,White,North America/Central America,False,True,False,True,False,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False
50,Male,White,North America/Central America,False,True,False,True,False,True,True,True,True,False,True,False,True,False,False,False,True,False,False,False
26,Female,White,North America/Central America,False,True,False,True,False,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True
22,Female,White,Europe,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False
34,Female,White,Europe,False,True,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False
35,Male,Asian,North America/Central America,False,True,False,True,False,True,True,True,True,False,False,False,True,True,False,True,False,False,False,False
34,Female,White,North America/Central America,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False
22,Female,Asian,Asia,False,True,False,True,False,True,False,False,True,True,True,False,False,True,False,True,False,True,False,False
23,Male,White,North America/Central America,False,True,False,True,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False
29,Male,White,Australia,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
21,Male,White,North America/Central America,,True,True,True,False,True,,True,True,,,,False,True,False,,,False,,
29,Male,White,North America/Central America,False,True,True,True,False,True,True,False,True,True,False,False,True,True,False,False,False,False,False,False
16,Female,White,North America/Central America,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
